date,season,year,month,weather,atemp,count,atemp_range,atemp_category
2011-09-16,fall,2011,Sep,Misty/Cloudy,23.07375,4760,"(19.19, 26.808]",Moderate
2011-09-17,fall,2011,Sep,Misty/Cloudy,23.9256,4511,"(19.19, 26.808]",Moderate
2011-09-18,fall,2011,Sep,Clear/Partly Cloudy,24.52685,4274,"(19.19, 26.808]",Moderate
2011-09-19,fall,2011,Sep,Misty/Cloudy,26.48375,4539,"(19.19, 26.808]",Moderate
2011-09-20,fall,2011,Sep,Misty/Cloudy,26.610850000000003,3641,"(19.19, 26.808]",Moderate
2011-09-21,fall,2011,Sep,Misty/Cloudy,27.526650000000004,4352,"(26.808, 34.427]",Hot
2011-09-22,fall,2011,Sep,Misty/Cloudy,27.74815,4795,"(26.808, 34.427]",Hot
2011-09-23,winter,2011,Sep,Misty/Cloudy,26.106249999999996,2395,"(19.19, 26.808]",Moderate
2011-09-24,winter,2011,Sep,Misty/Cloudy,28.2206,5423,"(26.808, 34.427]",Hot
2011-09-25,winter,2011,Sep,Misty/Cloudy,28.631849999999996,5010,"(26.808, 34.427]",Hot
2011-09-26,winter,2011,Sep,Misty/Cloudy,29.452099999999998,4630,"(26.808, 34.427]",Hot
2011-09-27,winter,2011,Sep,Misty/Cloudy,28.726249999999997,4120,"(26.808, 34.427]",Hot
2011-09-28,winter,2011,Sep,Misty/Cloudy,28.757899999999996,3907,"(26.808, 34.427]",Hot
2011-09-29,winter,2011,Sep,Clear/Partly Cloudy,28.7256,4839,"(26.808, 34.427]",Hot
2011-09-30,winter,2011,Sep,Clear/Partly Cloudy,27.24145,5202,"(26.808, 34.427]",Hot
2011-10-01,winter,2011,Oct,Misty/Cloudy,20.64315,2429,"(19.19, 26.808]",Moderate
2011-10-02,winter,2011,Oct,Misty/Cloudy,17.26585,2918,"(11.572, 19.19]",Cold
2011-10-03,winter,2011,Oct,Misty/Cloudy,19.6023,3570,"(19.19, 26.808]",Moderate
2011-10-04,winter,2011,Oct,Clear/Partly Cloudy,23.6429,4456,"(19.19, 26.808]",Moderate
2011-10-05,winter,2011,Oct,Clear/Partly Cloudy,26.3569,4826,"(19.19, 26.808]",Moderate
2011-10-06,winter,2011,Oct,Clear/Partly Cloudy,24.02125,4765,"(19.19, 26.808]",Moderate
2011-10-07,winter,2011,Oct,Clear/Partly Cloudy,25.2202,4985,"(19.19, 26.808]",Moderate
2011-10-08,winter,2011,Oct,Clear/Partly Cloudy,25.6621,5409,"(19.19, 26.808]",Moderate
2011-10-09,winter,2011,Oct,Clear/Partly Cloudy,26.19915,5511,"(19.19, 26.808]",Moderate
2011-10-10,winter,2011,Oct,Clear/Partly Cloudy,27.14625,5117,"(26.808, 34.427]",Hot
2011-10-11,winter,2011,Oct,Misty/Cloudy,27.3048,4563,"(26.808, 34.427]",Hot
2011-10-12,winter,2011,Oct,Light Rain/Snow,25.885849999999998,2416,"(19.19, 26.808]",Moderate
2011-10-13,winter,2011,Oct,Misty/Cloudy,27.5902,2913,"(26.808, 34.427]",Hot
2011-10-14,winter,2011,Oct,Misty/Cloudy,26.48375,3644,"(19.19, 26.808]",Moderate
2011-10-15,winter,2011,Oct,Clear/Partly Cloudy,24.936249999999998,5217,"(19.19, 26.808]",Moderate
2011-10-16,winter,2011,Oct,Clear/Partly Cloudy,25.1577,5041,"(19.19, 26.808]",Moderate
2011-10-17,winter,2011,Oct,Clear/Partly Cloudy,25.53625,4570,"(19.19, 26.808]",Moderate
2011-10-18,winter,2011,Oct,Misty/Cloudy,26.13605,4748,"(19.19, 26.808]",Moderate
2011-10-19,winter,2011,Oct,Light Rain/Snow,25.6924,2424,"(19.19, 26.808]",Moderate
2011-10-20,winter,2011,Oct,Clear/Partly Cloudy,23.32625,4195,"(19.19, 26.808]",Moderate
2011-10-21,winter,2011,Oct,Clear/Partly Cloudy,21.1798,4304,"(19.19, 26.808]",Moderate
2011-10-22,winter,2011,Oct,Clear/Partly Cloudy,21.2746,4308,"(19.19, 26.808]",Moderate
2011-10-23,winter,2011,Oct,Clear/Partly Cloudy,21.11665,4381,"(19.19, 26.808]",Moderate
2011-10-24,winter,2011,Oct,Clear/Partly Cloudy,22.85335,4187,"(19.19, 26.808]",Moderate
2011-10-25,winter,2011,Oct,Clear/Partly Cloudy,23.16875,4687,"(19.19, 26.808]",Moderate
2011-10-26,winter,2011,Oct,Misty/Cloudy,23.6423,3894,"(19.19, 26.808]",Moderate
2011-10-27,winter,2011,Oct,Misty/Cloudy,22.8523,2659,"(19.19, 26.808]",Moderate
2011-10-28,winter,2011,Oct,Misty/Cloudy,15.9406,3747,"(11.572, 19.19]",Cold
2011-10-29,winter,2011,Oct,Light Rain/Snow,11.39565,627,"(3.952, 11.572]",Very Cold
2011-10-30,winter,2011,Oct,Clear/Partly Cloudy,16.06645,3331,"(11.572, 19.19]",Cold
2011-10-31,winter,2011,Oct,Clear/Partly Cloudy,17.803150000000002,3669,"(11.572, 19.19]",Cold
2011-11-01,winter,2011,Nov,Clear/Partly Cloudy,19.8544,4068,"(19.19, 26.808]",Moderate
2011-11-02,winter,2011,Nov,Clear/Partly Cloudy,19.50665,4186,"(19.19, 26.808]",Moderate
2011-11-03,winter,2011,Nov,Clear/Partly Cloudy,20.296049999999997,3974,"(19.19, 26.808]",Moderate
2011-11-04,winter,2011,Nov,Misty/Cloudy,20.1696,4046,"(19.19, 26.808]",Moderate
2011-11-05,winter,2011,Nov,Clear/Partly Cloudy,16.1927,3926,"(11.572, 19.19]",Cold
2011-11-06,winter,2011,Nov,Clear/Partly Cloudy,18.117900000000002,3649,"(11.572, 19.19]",Cold
2011-11-07,winter,2011,Nov,Clear/Partly Cloudy,20.04355,4035,"(19.19, 26.808]",Moderate
2011-11-08,winter,2011,Nov,Clear/Partly Cloudy,20.6123,4205,"(19.19, 26.808]",Moderate
2011-11-09,winter,2011,Nov,Clear/Partly Cloudy,20.453950000000003,4109,"(19.19, 26.808]",Moderate
2011-11-10,winter,2011,Nov,Misty/Cloudy,18.68605,2933,"(11.572, 19.19]",Cold
2011-11-11,winter,2011,Nov,Clear/Partly Cloudy,15.34085,3368,"(11.572, 19.19]",Cold
2011-11-12,winter,2011,Nov,Clear/Partly Cloudy,17.8971,4067,"(11.572, 19.19]",Cold
2011-11-13,winter,2011,Nov,Clear/Partly Cloudy,21.5275,3717,"(19.19, 26.808]",Moderate
2011-11-14,winter,2011,Nov,Clear/Partly Cloudy,26.2306,4486,"(19.19, 26.808]",Moderate
2011-11-15,winter,2011,Nov,Misty/Cloudy,25.37895,4195,"(19.19, 26.808]",Moderate
2011-11-16,winter,2011,Nov,Light Rain/Snow,22.5994,1817,"(19.19, 26.808]",Moderate
2011-11-17,winter,2011,Nov,Misty/Cloudy,16.16105,3053,"(11.572, 19.19]",Cold
2011-11-18,winter,2011,Nov,Clear/Partly Cloudy,13.63605,3392,"(11.572, 19.19]",Cold
2011-11-19,winter,2011,Nov,Clear/Partly Cloudy,16.22415,3663,"(11.572, 19.19]",Cold
2011-11-20,winter,2011,Nov,Misty/Cloudy,22.8529,3520,"(19.19, 26.808]",Moderate
2011-11-21,winter,2011,Nov,Light Rain/Snow,22.2531,2765,"(19.19, 26.808]",Moderate
2011-11-22,winter,2011,Nov,Light Rain/Snow,21.0848,1607,"(19.19, 26.808]",Moderate
2011-11-23,winter,2011,Nov,Misty/Cloudy,21.52685,2566,"(19.19, 26.808]",Moderate
2011-11-24,winter,2011,Nov,Clear/Partly Cloudy,18.62355,1495,"(11.572, 19.19]",Cold
2011-11-25,winter,2011,Nov,Clear/Partly Cloudy,19.033549999999998,2792,"(11.572, 19.19]",Cold
2011-11-26,winter,2011,Nov,Clear/Partly Cloudy,19.254350000000002,3068,"(19.19, 26.808]",Moderate
2011-11-27,winter,2011,Nov,Clear/Partly Cloudy,22.79,3071,"(19.19, 26.808]",Moderate
2011-11-28,winter,2011,Nov,Clear/Partly Cloudy,24.5061,3867,"(19.19, 26.808]",Moderate
2011-11-29,winter,2011,Nov,Misty/Cloudy,22.56875,2914,"(19.19, 26.808]",Moderate
2011-11-30,winter,2011,Nov,Clear/Partly Cloudy,15.561050000000002,3613,"(11.572, 19.19]",Cold
2011-12-01,winter,2011,Dec,Clear/Partly Cloudy,15.2777,3727,"(11.572, 19.19]",Cold
2011-12-02,winter,2011,Dec,Clear/Partly Cloudy,16.571649999999998,3940,"(11.572, 19.19]",Cold
2011-12-03,winter,2011,Dec,Clear/Partly Cloudy,15.530199999999999,3614,"(11.572, 19.19]",Cold
2011-12-04,winter,2011,Dec,Clear/Partly Cloudy,17.455000000000002,3485,"(11.572, 19.19]",Cold
2011-12-05,winter,2011,Dec,Misty/Cloudy,19.696250000000003,3811,"(19.19, 26.808]",Moderate
2011-12-06,winter,2011,Dec,Light Rain/Snow,22.82,2594,"(19.19, 26.808]",Moderate
2011-12-07,winter,2011,Dec,Light Rain/Snow,20.0123,705,"(19.19, 26.808]",Moderate
2011-12-08,winter,2011,Dec,Clear/Partly Cloudy,12.8469,3322,"(11.572, 19.19]",Cold
2011-12-09,winter,2011,Dec,Clear/Partly Cloudy,15.877099999999999,3620,"(11.572, 19.19]",Cold
2011-12-10,winter,2011,Dec,Clear/Partly Cloudy,13.320599999999999,3190,"(11.572, 19.19]",Cold
2011-12-11,winter,2011,Dec,Clear/Partly Cloudy,12.6577,2743,"(11.572, 19.19]",Cold
2011-12-12,winter,2011,Dec,Clear/Partly Cloudy,13.5098,3310,"(11.572, 19.19]",Cold
2011-12-13,winter,2011,Dec,Clear/Partly Cloudy,15.0569,3523,"(11.572, 19.19]",Cold
2011-12-14,winter,2011,Dec,Misty/Cloudy,16.9181,3740,"(11.572, 19.19]",Cold
2011-12-15,winter,2011,Dec,Misty/Cloudy,20.61185,3709,"(19.19, 26.808]",Moderate
2011-12-16,winter,2011,Dec,Misty/Cloudy,17.99125,3577,"(11.572, 19.19]",Cold
2011-12-17,winter,2011,Dec,Misty/Cloudy,12.46855,2739,"(11.572, 19.19]",Cold
2011-12-18,winter,2011,Dec,Clear/Partly Cloudy,12.27895,2431,"(11.572, 19.19]",Cold
2011-12-19,winter,2011,Dec,Clear/Partly Cloudy,14.04665,3403,"(11.572, 19.19]",Cold
2011-12-20,winter,2011,Dec,Misty/Cloudy,19.822699999999998,3750,"(19.19, 26.808]",Moderate
2011-12-21,spring,2011,Dec,Misty/Cloudy,21.40085,2660,"(19.19, 26.808]",Moderate
2011-12-22,spring,2011,Dec,Misty/Cloudy,21.306050000000003,3068,"(19.19, 26.808]",Moderate
2011-12-23,spring,2011,Dec,Clear/Partly Cloudy,18.87565,2209,"(11.572, 19.19]",Cold
2011-12-24,spring,2011,Dec,Clear/Partly Cloudy,14.9621,1011,"(11.572, 19.19]",Cold
2011-12-25,spring,2011,Dec,Clear/Partly Cloudy,13.998050000000001,754,"(11.572, 19.19]",Cold
2011-12-26,spring,2011,Dec,Clear/Partly Cloudy,15.77675,1317,"(11.572, 19.19]",Cold
2011-12-27,spring,2011,Dec,Misty/Cloudy,16.38165,1162,"(11.572, 19.19]",Cold
2011-12-28,spring,2011,Dec,Clear/Partly Cloudy,13.9987,2302,"(11.572, 19.19]",Cold
2011-12-29,spring,2011,Dec,Clear/Partly Cloudy,13.194600000000001,2423,"(11.572, 19.19]",Cold
2011-12-30,spring,2011,Dec,Clear/Partly Cloudy,15.9406,2999,"(11.572, 19.19]",Cold
2011-12-31,spring,2011,Dec,Clear/Partly Cloudy,20.70605,2485,"(19.19, 26.808]",Moderate
2012-01-01,spring,2012,Jan,Clear/Partly Cloudy,18.78105,2294,"(11.572, 19.19]",Cold
2012-01-02,spring,2012,Jan,Clear/Partly Cloudy,12.615199999999998,1951,"(11.572, 19.19]",Cold
2012-01-03,spring,2012,Jan,Clear/Partly Cloudy,6.31375,2236,"(3.952, 11.572]",Very Cold
2012-01-04,spring,2012,Jan,Misty/Cloudy,5.96685,2368,"(3.952, 11.572]",Very Cold
2012-01-05,spring,2012,Jan,Clear/Partly Cloudy,13.9206,3272,"(11.572, 19.19]",Cold
2012-01-06,spring,2012,Jan,Clear/Partly Cloudy,17.01335,4098,"(11.572, 19.19]",Cold
2012-01-07,spring,2012,Jan,Clear/Partly Cloudy,19.53895,4521,"(19.19, 26.808]",Moderate
2012-01-08,spring,2012,Jan,Clear/Partly Cloudy,17.012900000000002,3425,"(11.572, 19.19]",Cold
2012-01-09,spring,2012,Jan,Misty/Cloudy,12.37395,2376,"(11.572, 19.19]",Cold
2012-01-10,spring,2012,Jan,Clear/Partly Cloudy,15.9413,3598,"(11.572, 19.19]",Cold
2012-01-11,spring,2012,Jan,Misty/Cloudy,14.14105,2177,"(11.572, 19.19]",Cold
2012-01-12,spring,2012,Jan,Misty/Cloudy,19.0969,4097,"(11.572, 19.19]",Cold
2012-01-13,spring,2012,Jan,Clear/Partly Cloudy,12.4681,3214,"(11.572, 19.19]",Cold
2012-01-14,spring,2012,Jan,Clear/Partly Cloudy,9.15435,2493,"(3.952, 11.572]",Very Cold
2012-01-15,spring,2012,Jan,Clear/Partly Cloudy,8.081249999999999,2311,"(3.952, 11.572]",Very Cold
2012-01-16,spring,2012,Jan,Clear/Partly Cloudy,9.53315,2298,"(3.952, 11.572]",Very Cold
2012-01-17,spring,2012,Jan,Misty/Cloudy,18.2139,2935,"(11.572, 19.19]",Cold
2012-01-18,spring,2012,Jan,Clear/Partly Cloudy,13.7627,3376,"(11.572, 19.19]",Cold
2012-01-19,spring,2012,Jan,Clear/Partly Cloudy,9.501900000000001,3292,"(3.952, 11.572]",Very Cold
2012-01-20,spring,2012,Jan,Misty/Cloudy,11.047899999999998,3163,"(3.952, 11.572]",Very Cold
2012-01-21,spring,2012,Jan,Misty/Cloudy,8.74375,1301,"(3.952, 11.572]",Very Cold
2012-01-22,spring,2012,Jan,Misty/Cloudy,8.1125,1977,"(3.952, 11.572]",Very Cold
2012-01-23,spring,2012,Jan,Misty/Cloudy,12.152899999999999,2432,"(11.572, 19.19]",Cold
2012-01-24,spring,2012,Jan,Clear/Partly Cloudy,17.455399999999997,4339,"(11.572, 19.19]",Cold
2012-01-25,spring,2012,Jan,Clear/Partly Cloudy,14.74105,4270,"(11.572, 19.19]",Cold
2012-01-26,spring,2012,Jan,Misty/Cloudy,17.8025,4075,"(11.572, 19.19]",Cold
2012-01-27,spring,2012,Jan,Misty/Cloudy,20.76915,3456,"(19.19, 26.808]",Moderate
2012-01-28,spring,2012,Jan,Clear/Partly Cloudy,16.318949999999997,4023,"(11.572, 19.19]",Cold
2012-01-29,spring,2012,Jan,Clear/Partly Cloudy,13.63605,3243,"(11.572, 19.19]",Cold
2012-01-30,spring,2012,Jan,Clear/Partly Cloudy,13.13125,3624,"(11.572, 19.19]",Cold
2012-01-31,spring,2012,Jan,Clear/Partly Cloudy,19.06585,4509,"(11.572, 19.19]",Cold
2012-02-01,spring,2012,Feb,Clear/Partly Cloudy,23.326900000000002,4579,"(19.19, 26.808]",Moderate
2012-02-02,spring,2012,Feb,Misty/Cloudy,19.94855,3761,"(19.19, 26.808]",Moderate
2012-02-03,spring,2012,Feb,Clear/Partly Cloudy,15.4673,4151,"(11.572, 19.19]",Cold
2012-02-04,spring,2012,Feb,Misty/Cloudy,13.63625,2832,"(11.572, 19.19]",Cold
2012-02-05,spring,2012,Feb,Misty/Cloudy,13.22605,2947,"(11.572, 19.19]",Cold
2012-02-06,spring,2012,Feb,Clear/Partly Cloudy,14.8213,3784,"(11.572, 19.19]",Cold
2012-02-07,spring,2012,Feb,Clear/Partly Cloudy,18.0552,4375,"(11.572, 19.19]",Cold
2012-02-08,spring,2012,Feb,Misty/Cloudy,13.321050000000001,2802,"(11.572, 19.19]",Cold
2012-02-09,spring,2012,Feb,Clear/Partly Cloudy,13.0994,3830,"(11.572, 19.19]",Cold
2012-02-10,spring,2012,Feb,Misty/Cloudy,14.6779,3831,"(11.572, 19.19]",Cold
2012-02-11,spring,2012,Feb,Light Rain/Snow,10.54335,2169,"(3.952, 11.572]",Very Cold
2012-02-12,spring,2012,Feb,Clear/Partly Cloudy,5.0828999999999995,1529,"(3.952, 11.572]",Very Cold
2012-02-13,spring,2012,Feb,Clear/Partly Cloudy,11.39565,3422,"(3.952, 11.572]",Very Cold
2012-02-14,spring,2012,Feb,Misty/Cloudy,16.697300000000002,3922,"(11.572, 19.19]",Cold
2012-02-15,spring,2012,Feb,Clear/Partly Cloudy,17.58145,4169,"(11.572, 19.19]",Cold
2012-02-16,spring,2012,Feb,Misty/Cloudy,16.5081,3005,"(11.572, 19.19]",Cold
2012-02-17,spring,2012,Feb,Clear/Partly Cloudy,17.58145,4154,"(11.572, 19.19]",Cold
2012-02-18,spring,2012,Feb,Clear/Partly Cloudy,17.77125,4318,"(11.572, 19.19]",Cold
2012-02-19,spring,2012,Feb,Misty/Cloudy,13.2894,2689,"(11.572, 19.19]",Cold
2012-02-20,spring,2012,Feb,Clear/Partly Cloudy,13.66955,3129,"(11.572, 19.19]",Cold
2012-02-21,spring,2012,Feb,Clear/Partly Cloudy,14.755650000000001,3777,"(11.572, 19.19]",Cold
2012-02-22,spring,2012,Feb,Clear/Partly Cloudy,19.63335,4773,"(19.19, 26.808]",Moderate
2012-02-23,spring,2012,Feb,Clear/Partly Cloudy,22.2223,5062,"(19.19, 26.808]",Moderate
2012-02-24,spring,2012,Feb,Misty/Cloudy,20.54855,3487,"(19.19, 26.808]",Moderate
2012-02-25,spring,2012,Feb,Clear/Partly Cloudy,12.78375,2732,"(11.572, 19.19]",Cold
2012-02-26,spring,2012,Feb,Clear/Partly Cloudy,13.4154,3389,"(11.572, 19.19]",Cold
2012-02-27,spring,2012,Feb,Clear/Partly Cloudy,17.8977,4322,"(11.572, 19.19]",Cold
2012-02-28,spring,2012,Feb,Clear/Partly Cloudy,17.67625,4363,"(11.572, 19.19]",Cold
2012-02-29,spring,2012,Feb,Misty/Cloudy,17.4235,1834,"(11.572, 19.19]",Cold
2012-03-01,spring,2012,Mar,Clear/Partly Cloudy,23.768549999999998,4990,"(19.19, 26.808]",Moderate
2012-03-02,spring,2012,Mar,Misty/Cloudy,17.9921,3194,"(11.572, 19.19]",Cold
2012-03-03,spring,2012,Mar,Misty/Cloudy,20.6746,4066,"(19.19, 26.808]",Moderate
2012-03-04,spring,2012,Mar,Clear/Partly Cloudy,15.15105,3423,"(11.572, 19.19]",Cold
2012-03-05,spring,2012,Mar,Clear/Partly Cloudy,12.05855,3333,"(11.572, 19.19]",Cold
2012-03-06,spring,2012,Mar,Clear/Partly Cloudy,12.752099999999999,3956,"(11.572, 19.19]",Cold
2012-03-07,spring,2012,Mar,Clear/Partly Cloudy,19.255,4916,"(19.19, 26.808]",Moderate
2012-03-08,spring,2012,Mar,Clear/Partly Cloudy,26.230199999999996,5382,"(19.19, 26.808]",Moderate
2012-03-09,spring,2012,Mar,Misty/Cloudy,19.85415,4569,"(19.19, 26.808]",Moderate
2012-03-10,spring,2012,Mar,Clear/Partly Cloudy,13.888349999999999,4118,"(11.572, 19.19]",Cold
2012-03-11,spring,2012,Mar,Clear/Partly Cloudy,17.9835,4911,"(11.572, 19.19]",Cold
2012-03-12,spring,2012,Mar,Clear/Partly Cloudy,22.9796,5298,"(19.19, 26.808]",Moderate
2012-03-13,spring,2012,Mar,Clear/Partly Cloudy,27.14645,5847,"(26.808, 34.427]",Hot
2012-03-14,spring,2012,Mar,Clear/Partly Cloudy,27.43085,6312,"(26.808, 34.427]",Hot
2012-03-15,spring,2012,Mar,Clear/Partly Cloudy,26.64125,6192,"(19.19, 26.808]",Moderate
2012-03-16,spring,2012,Mar,Misty/Cloudy,21.81145,4378,"(19.19, 26.808]",Moderate
2012-03-17,spring,2012,Mar,Misty/Cloudy,25.252299999999998,7836,"(19.19, 26.808]",Moderate
2012-03-18,spring,2012,Mar,Misty/Cloudy,23.200000000000003,5892,"(19.19, 26.808]",Moderate
2012-03-19,spring,2012,Mar,Clear/Partly Cloudy,26.64105,6153,"(19.19, 26.808]",Moderate
2012-03-20,spring,2012,Mar,Clear/Partly Cloudy,26.926650000000002,6093,"(26.808, 34.427]",Hot
2012-03-21,summer,2012,Mar,Misty/Cloudy,25.6629,6230,"(19.19, 26.808]",Moderate
2012-03-22,summer,2012,Mar,Clear/Partly Cloudy,26.57835,6871,"(19.19, 26.808]",Moderate
2012-03-23,summer,2012,Mar,Misty/Cloudy,28.50335,8362,"(26.808, 34.427]",Hot
2012-03-24,summer,2012,Mar,Misty/Cloudy,24.336650000000002,3372,"(19.19, 26.808]",Moderate
2012-03-25,summer,2012,Mar,Misty/Cloudy,21.874399999999998,4996,"(19.19, 26.808]",Moderate
2012-03-26,summer,2012,Mar,Clear/Partly Cloudy,21.9375,5558,"(19.19, 26.808]",Moderate
2012-03-27,summer,2012,Mar,Clear/Partly Cloudy,15.7827,5102,"(11.572, 19.19]",Cold
2012-03-28,summer,2012,Mar,Clear/Partly Cloudy,23.5475,5698,"(19.19, 26.808]",Moderate
2012-03-29,summer,2012,Mar,Clear/Partly Cloudy,24.1152,6133,"(19.19, 26.808]",Moderate
2012-03-30,summer,2012,Mar,Misty/Cloudy,18.78105,5459,"(11.572, 19.19]",Cold
2012-03-31,summer,2012,Mar,Misty/Cloudy,21.0854,6235,"(19.19, 26.808]",Moderate
2012-04-01,summer,2012,Apr,Misty/Cloudy,20.86435,6041,"(19.19, 26.808]",Moderate
2012-04-02,summer,2012,Apr,Clear/Partly Cloudy,21.37565,5936,"(19.19, 26.808]",Moderate
2012-04-03,summer,2012,Apr,Clear/Partly Cloudy,23.07415,6772,"(19.19, 26.808]",Moderate
2012-04-04,summer,2012,Apr,Clear/Partly Cloudy,26.6725,6436,"(19.19, 26.808]",Moderate
2012-04-05,summer,2012,Apr,Clear/Partly Cloudy,21.55815,6457,"(19.19, 26.808]",Moderate
2012-04-06,summer,2012,Apr,Clear/Partly Cloudy,19.538349999999998,6460,"(19.19, 26.808]",Moderate
2012-04-07,summer,2012,Apr,Clear/Partly Cloudy,21.306449999999998,6857,"(19.19, 26.808]",Moderate
2012-04-08,summer,2012,Apr,Clear/Partly Cloudy,24.62125,5169,"(19.19, 26.808]",Moderate
2012-04-09,summer,2012,Apr,Clear/Partly Cloudy,23.8319,5585,"(19.19, 26.808]",Moderate
2012-04-10,summer,2012,Apr,Clear/Partly Cloudy,21.81165,5918,"(19.19, 26.808]",Moderate
2012-04-11,summer,2012,Apr,Clear/Partly Cloudy,16.8637,4862,"(11.572, 19.19]",Cold
2012-04-12,summer,2012,Apr,Clear/Partly Cloudy,19.3802,5409,"(19.19, 26.808]",Moderate
2012-04-13,summer,2012,Apr,Clear/Partly Cloudy,21.590400000000002,6398,"(19.19, 26.808]",Moderate
2012-04-14,summer,2012,Apr,Clear/Partly Cloudy,24.3998,7460,"(19.19, 26.808]",Moderate
2012-04-15,summer,2012,Apr,Clear/Partly Cloudy,28.69375,7132,"(26.808, 34.427]",Hot
2012-04-16,summer,2012,Apr,Clear/Partly Cloudy,30.746250000000003,6370,"(26.808, 34.427]",Hot
2012-04-17,summer,2012,Apr,Clear/Partly Cloudy,29.92435,6691,"(26.808, 34.427]",Hot
2012-04-18,summer,2012,Apr,Misty/Cloudy,22.8519,4367,"(19.19, 26.808]",Moderate
2012-04-19,summer,2012,Apr,Clear/Partly Cloudy,24.6523,6565,"(19.19, 26.808]",Moderate
2012-04-20,summer,2012,Apr,Clear/Partly Cloudy,25.78875,7290,"(19.19, 26.808]",Moderate
2012-04-21,summer,2012,Apr,Clear/Partly Cloudy,27.14605,6624,"(26.808, 34.427]",Hot
2012-04-22,summer,2012,Apr,Light Rain/Snow,19.4752,1027,"(19.19, 26.808]",Moderate
2012-04-23,summer,2012,Apr,Misty/Cloudy,15.056249999999999,3214,"(11.572, 19.19]",Cold
2012-04-24,summer,2012,Apr,Clear/Partly Cloudy,20.26415,5633,"(19.19, 26.808]",Moderate
2012-04-25,summer,2012,Apr,Clear/Partly Cloudy,23.51585,6196,"(19.19, 26.808]",Moderate
2012-04-26,summer,2012,Apr,Misty/Cloudy,24.17915,5026,"(19.19, 26.808]",Moderate
2012-04-27,summer,2012,Apr,Clear/Partly Cloudy,22.63185,6233,"(19.19, 26.808]",Moderate
2012-04-28,summer,2012,Apr,Misty/Cloudy,18.8752,4220,"(11.572, 19.19]",Cold
2012-04-29,summer,2012,Apr,Clear/Partly Cloudy,22.50605,6304,"(19.19, 26.808]",Moderate
2012-04-30,summer,2012,Apr,Misty/Cloudy,22.8848,5572,"(19.19, 26.808]",Moderate
2012-05-01,summer,2012,May,Misty/Cloudy,28.85105,5740,"(26.808, 34.427]",Hot
2012-05-02,summer,2012,May,Clear/Partly Cloudy,26.894800000000004,6169,"(26.808, 34.427]",Hot
2012-05-03,summer,2012,May,Misty/Cloudy,26.862099999999998,6421,"(26.808, 34.427]",Hot
2012-05-04,summer,2012,May,Clear/Partly Cloudy,29.54585,6296,"(26.808, 34.427]",Hot
2012-05-05,summer,2012,May,Misty/Cloudy,29.2304,6883,"(26.808, 34.427]",Hot
2012-05-06,summer,2012,May,Misty/Cloudy,27.336850000000002,6359,"(26.808, 34.427]",Hot
2012-05-07,summer,2012,May,Misty/Cloudy,26.3571,6273,"(19.19, 26.808]",Moderate
2012-05-08,summer,2012,May,Misty/Cloudy,27.87355,5728,"(26.808, 34.427]",Hot
2012-05-09,summer,2012,May,Misty/Cloudy,27.65125,4717,"(26.808, 34.427]",Hot
2012-05-10,summer,2012,May,Clear/Partly Cloudy,24.58915,6572,"(19.19, 26.808]",Moderate
2012-05-11,summer,2012,May,Clear/Partly Cloudy,26.04165,7030,"(19.19, 26.808]",Moderate
2012-05-12,summer,2012,May,Clear/Partly Cloudy,27.24085,7429,"(26.808, 34.427]",Hot
2012-05-13,summer,2012,May,Clear/Partly Cloudy,29.2619,6118,"(26.808, 34.427]",Hot
2012-05-14,summer,2012,May,Misty/Cloudy,27.495000000000005,2843,"(26.808, 34.427]",Hot
2012-05-15,summer,2012,May,Misty/Cloudy,28.8202,5115,"(26.808, 34.427]",Hot
2012-05-16,summer,2012,May,Clear/Partly Cloudy,29.798750000000002,7424,"(26.808, 34.427]",Hot
2012-05-17,summer,2012,May,Clear/Partly Cloudy,28.630650000000003,7384,"(26.808, 34.427]",Hot
2012-05-18,summer,2012,May,Clear/Partly Cloudy,27.55605,7639,"(26.808, 34.427]",Hot
2012-05-19,summer,2012,May,Clear/Partly Cloudy,28.345399999999998,8294,"(26.808, 34.427]",Hot
2012-05-20,summer,2012,May,Clear/Partly Cloudy,29.19835,7129,"(26.808, 34.427]",Hot
2012-05-21,summer,2012,May,Misty/Cloudy,28.283350000000002,4359,"(26.808, 34.427]",Hot
2012-05-22,summer,2012,May,Misty/Cloudy,29.04125,6073,"(26.808, 34.427]",Hot
2012-05-23,summer,2012,May,Misty/Cloudy,29.230600000000003,5260,"(26.808, 34.427]",Hot
2012-05-24,summer,2012,May,Clear/Partly Cloudy,30.335,6770,"(26.808, 34.427]",Hot
2012-05-25,summer,2012,May,Clear/Partly Cloudy,31.37645,6734,"(26.808, 34.427]",Hot
2012-05-26,summer,2012,May,Clear/Partly Cloudy,32.134800000000006,6536,"(26.808, 34.427]",Hot
2012-05-27,summer,2012,May,Clear/Partly Cloudy,32.07125,6591,"(26.808, 34.427]",Hot
2012-05-28,summer,2012,May,Clear/Partly Cloudy,33.965,6043,"(26.808, 34.427]",Hot
2012-05-29,summer,2012,May,Clear/Partly Cloudy,33.6496,5743,"(26.808, 34.427]",Hot
2012-05-30,summer,2012,May,Misty/Cloudy,30.55645,6855,"(26.808, 34.427]",Hot
2012-05-31,summer,2012,May,Clear/Partly Cloudy,31.566450000000003,7338,"(26.808, 34.427]",Hot
